trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Color0,Color45,Color90,Color135,Color180,Color225,Color270,Color315,Cueresp,target_angle,load,delay,trial,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,7.164147499999672,None,space,0.7477694999979576,12.136775699997088,None,koko,2021_Apr_09_0024,working memory,3.2.3,60.134062881156524,
