8.1751 	EXP 	Created pos270 = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-6.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='pos270', opacity=1.0, ori=array(0.), pos=array([ 0. , -0.4]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
8.1780 	EXP 	Created pos315 = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-7.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='pos315', opacity=1.0, ori=array(0.), pos=array([ 0.25, -0.25]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
8.1809 	EXP 	Created response = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-8.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='response', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
8.1891 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='+', units='height', win=Window(...), wrapWidth=1)
8.1924 	EXP 	Created pos0_2 = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=0.005, name='pos0_2', opacity=1.0, ori=array(90.), pos=array([0.4, 0. ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
8.1953 	EXP 	Created pos45_2 = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='pos45_2', opacity=1.0, ori=array(0.), pos=array([0.25, 0.25]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
8.1982 	EXP 	Created pos90_2 = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-2.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=0.005, name='pos90_2', opacity=1.0, ori=array(0.), pos=array([0. , 0.4]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
8.2014 	EXP 	Created pos135_2 = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-3.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='pos135_2', opacity=1.0, ori=array(0.), pos=array([-0.25,  0.25]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
8.2043 	EXP 	Created pos180_2 = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-4.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='pos180_2', opacity=1.0, ori=array(0.), pos=array([-0.4,  0. ]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
8.2073 	EXP 	Created pos225_2 = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-5.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='pos225_2', opacity=1.0, ori=array(0.), pos=array([-0.25, -0.25]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
8.2102 	EXP 	Created pos270_2 = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-6.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='pos270_2', opacity=1.0, ori=array(0.), pos=array([ 0. , -0.4]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
8.2133 	EXP 	Created pos315_2 = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-7.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='pos315_2', opacity=1.0, ori=array(0.), pos=array([ 0.25, -0.25]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
8.2161 	EXP 	Created response_2 = Polygon(__class__=<class 'psychopy.visual.polygon.Polygon'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-8.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='response_2', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
8.2181 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='+', units='height', win=Window(...), wrapWidth=1)
8.2308 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Calibri', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
8.2636 	EXP 	text_3: autoDraw = True
12.3712 	DATA 	Keypress: space
13.9406 	EXP 	Imported trials_short_delay.xlsx as conditions, 16 conditions, 13 params
13.9409 	EXP 	Created sequence: random, trialTypes=16, nReps=1, seed=None
13.9412 	EXP 	New trial (rep=0, index=0): OrderedDict([('Color0', [1, 1, -1]), ('Color45', [1, -1, -1]), ('Color90', [0, 0, 0]), ('Color135', [0, 0, 0]), ('Color180', [0, 0, 0]), ('Color225', [0, 0, 0]), ('Color270', [0, 0, 0]), ('Color315', [-1, 1, -1]), ('Cueresp', [-1, 1, -1]), ('target_angle', 315), ('load', 3), ('delay', 2), ('trial', 1)])
13.9474 	DATA 	Keypress: space
13.9499 	EXP 	text_3: autoDraw = False
13.9499 	EXP 	pos0: fillColor = '[ 1.  1. -1.] (rgb)'
13.9499 	EXP 	pos0: lineColor = '[ 1.  1. -1.] (rgb)'
13.9499 	EXP 	pos45: fillColor = '[ 1. -1. -1.] (rgb)'
13.9499 	EXP 	pos45: lineColor = '[ 1. -1. -1.] (rgb)'
13.9499 	EXP 	pos90: fillColor = '[0. 0. 0.] (rgb)'
13.9499 	EXP 	pos90: lineColor = '[0. 0. 0.] (rgb)'
13.9499 	EXP 	pos135: fillColor = '[0. 0. 0.] (rgb)'
13.9499 	EXP 	pos135: lineColor = '[0. 0. 0.] (rgb)'
13.9499 	EXP 	pos180: fillColor = '[0. 0. 0.] (rgb)'
13.9499 	EXP 	pos180: lineColor = '[0. 0. 0.] (rgb)'
13.9499 	EXP 	pos225: fillColor = '[0. 0. 0.] (rgb)'
13.9499 	EXP 	pos225: lineColor = '[0. 0. 0.] (rgb)'
13.9499 	EXP 	pos270: fillColor = '[0. 0. 0.] (rgb)'
13.9499 	EXP 	pos270: lineColor = '[0. 0. 0.] (rgb)'
13.9499 	EXP 	pos315: fillColor = '[-1.  1. -1.] (rgb)'
13.9499 	EXP 	pos315: lineColor = '[-1.  1. -1.] (rgb)'
13.9499 	EXP 	response: fillColor = '[-1.  1. -1.] (rgb)'
13.9499 	EXP 	response: lineColor = '[-1.  1. -1.] (rgb)'
13.9499 	EXP 	pos0: autoDraw = True
13.9499 	EXP 	pos45: autoDraw = True
13.9499 	EXP 	pos90: autoDraw = True
13.9499 	EXP 	pos135: autoDraw = True
13.9499 	EXP 	pos180: autoDraw = True
13.9499 	EXP 	pos225: autoDraw = True
13.9499 	EXP 	pos270: autoDraw = True
13.9499 	EXP 	pos315: autoDraw = True
13.9499 	EXP 	text: autoDraw = True
18.9490 	EXP 	pos0: autoDraw = False
18.9490 	EXP 	pos45: autoDraw = False
18.9490 	EXP 	pos90: autoDraw = False
18.9490 	EXP 	pos135: autoDraw = False
18.9490 	EXP 	pos180: autoDraw = False
18.9490 	EXP 	pos225: autoDraw = False
18.9490 	EXP 	pos270: autoDraw = False
18.9490 	EXP 	pos315: autoDraw = False
20.9483 	EXP 	response: autoDraw = True
22.1758 	DATA 	Mouse: Left button down, pos=(1264,351)
22.1934 	EXP 	New trial (rep=0, index=1): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [-1, -1, 1]), ('Color90', [0, 0, 0]), ('Color135', [0, 0, 0]), ('Color180', [0, 0, 0]), ('Color225', [-1, 1, 1]), ('Color270', [1, 1, 1]), ('Color315', [0, 0, 0]), ('Cueresp', [-1, -1, 1]), ('target_angle', 45), ('load', 3), ('delay', 2), ('trial', 6)])
22.2048 	EXP 	pos0: autoDraw = False
22.2048 	EXP 	pos45: autoDraw = False
22.2048 	EXP 	pos90: autoDraw = False
22.2048 	EXP 	pos135: autoDraw = False
22.2048 	EXP 	pos180: autoDraw = False
22.2048 	EXP 	pos225: autoDraw = False
22.2048 	EXP 	pos270: autoDraw = False
22.2048 	EXP 	pos315: autoDraw = False
22.2048 	EXP 	response: autoDraw = False
22.2048 	EXP 	text: autoDraw = False
22.2048 	EXP 	pos0: fillColor = '[0. 0. 0.] (rgb)'
22.2048 	EXP 	pos0: lineColor = '[0. 0. 0.] (rgb)'
22.2048 	EXP 	pos45: fillColor = '[-1. -1.  1.] (rgb)'
22.2048 	EXP 	pos45: lineColor = '[-1. -1.  1.] (rgb)'
22.2048 	EXP 	pos90: fillColor = '[0. 0. 0.] (rgb)'
22.2048 	EXP 	pos90: lineColor = '[0. 0. 0.] (rgb)'
22.2048 	EXP 	pos135: fillColor = '[0. 0. 0.] (rgb)'
22.2048 	EXP 	pos135: lineColor = '[0. 0. 0.] (rgb)'
22.2048 	EXP 	pos180: fillColor = '[0. 0. 0.] (rgb)'
22.2048 	EXP 	pos180: lineColor = '[0. 0. 0.] (rgb)'
22.2048 	EXP 	pos225: fillColor = '[-1.  1.  1.] (rgb)'
22.2048 	EXP 	pos225: lineColor = '[-1.  1.  1.] (rgb)'
22.2048 	EXP 	pos270: fillColor = '[1. 1. 1.] (rgb)'
22.2048 	EXP 	pos270: lineColor = '[1. 1. 1.] (rgb)'
22.2048 	EXP 	pos315: fillColor = '[0. 0. 0.] (rgb)'
22.2048 	EXP 	pos315: lineColor = '[0. 0. 0.] (rgb)'
22.2048 	EXP 	response: fillColor = '[-1. -1.  1.] (rgb)'
22.2048 	EXP 	response: lineColor = '[-1. -1.  1.] (rgb)'
22.2048 	EXP 	pos0: autoDraw = True
22.2048 	EXP 	pos45: autoDraw = True
22.2048 	EXP 	pos90: autoDraw = True
22.2048 	EXP 	pos135: autoDraw = True
22.2048 	EXP 	pos180: autoDraw = True
22.2048 	EXP 	pos225: autoDraw = True
22.2048 	EXP 	pos270: autoDraw = True
22.2048 	EXP 	pos315: autoDraw = True
22.2048 	EXP 	text: autoDraw = True
22.2674 	DATA 	Mouse:  Left button up, pos=(1264,351)
27.2132 	EXP 	pos0: autoDraw = False
27.2132 	EXP 	pos45: autoDraw = False
27.2132 	EXP 	pos90: autoDraw = False
27.2132 	EXP 	pos135: autoDraw = False
27.2132 	EXP 	pos180: autoDraw = False
27.2132 	EXP 	pos225: autoDraw = False
27.2132 	EXP 	pos270: autoDraw = False
27.2132 	EXP 	pos315: autoDraw = False
29.1963 	EXP 	response: autoDraw = True
30.7661 	DATA 	Mouse: Left button down, pos=(1240,871)
30.7753 	EXP 	New trial (rep=0, index=2): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [0, 0, 0]), ('Color90', [0, 0, 0]), ('Color135', [1, 1, 1]), ('Color180', [0, 0, 0]), ('Color225', [1, -1, 1]), ('Color270', [-1, 1, 1]), ('Color315', [0, 0, 0]), ('Cueresp', [1, -1, 1]), ('target_angle', 225), ('load', 3), ('delay', 2), ('trial', 5)])
30.7875 	EXP 	pos0: autoDraw = False
30.7875 	EXP 	pos45: autoDraw = False
30.7875 	EXP 	pos90: autoDraw = False
30.7875 	EXP 	pos135: autoDraw = False
30.7875 	EXP 	pos180: autoDraw = False
30.7875 	EXP 	pos225: autoDraw = False
30.7875 	EXP 	pos270: autoDraw = False
30.7875 	EXP 	pos315: autoDraw = False
30.7875 	EXP 	response: autoDraw = False
30.7875 	EXP 	text: autoDraw = False
30.7875 	EXP 	pos0: fillColor = '[0. 0. 0.] (rgb)'
30.7875 	EXP 	pos0: lineColor = '[0. 0. 0.] (rgb)'
30.7875 	EXP 	pos45: fillColor = '[0. 0. 0.] (rgb)'
30.7875 	EXP 	pos45: lineColor = '[0. 0. 0.] (rgb)'
30.7875 	EXP 	pos90: fillColor = '[0. 0. 0.] (rgb)'
30.7875 	EXP 	pos90: lineColor = '[0. 0. 0.] (rgb)'
30.7875 	EXP 	pos135: fillColor = '[1. 1. 1.] (rgb)'
30.7875 	EXP 	pos135: lineColor = '[1. 1. 1.] (rgb)'
30.7875 	EXP 	pos180: fillColor = '[0. 0. 0.] (rgb)'
30.7875 	EXP 	pos180: lineColor = '[0. 0. 0.] (rgb)'
30.7875 	EXP 	pos225: fillColor = '[ 1. -1.  1.] (rgb)'
30.7875 	EXP 	pos225: lineColor = '[ 1. -1.  1.] (rgb)'
30.7875 	EXP 	pos270: fillColor = '[-1.  1.  1.] (rgb)'
30.7875 	EXP 	pos270: lineColor = '[-1.  1.  1.] (rgb)'
30.7875 	EXP 	pos315: fillColor = '[0. 0. 0.] (rgb)'
30.7875 	EXP 	pos315: lineColor = '[0. 0. 0.] (rgb)'
30.7875 	EXP 	response: fillColor = '[ 1. -1.  1.] (rgb)'
30.7875 	EXP 	response: lineColor = '[ 1. -1.  1.] (rgb)'
30.7875 	EXP 	pos0: autoDraw = True
30.7875 	EXP 	pos45: autoDraw = True
30.7875 	EXP 	pos90: autoDraw = True
30.7875 	EXP 	pos135: autoDraw = True
30.7875 	EXP 	pos180: autoDraw = True
30.7875 	EXP 	pos225: autoDraw = True
30.7875 	EXP 	pos270: autoDraw = True
30.7875 	EXP 	pos315: autoDraw = True
30.7875 	EXP 	text: autoDraw = True
30.8816 	DATA 	Mouse:  Left button up, pos=(1240,871)
35.7935 	EXP 	pos0: autoDraw = False
35.7935 	EXP 	pos45: autoDraw = False
35.7935 	EXP 	pos90: autoDraw = False
35.7935 	EXP 	pos135: autoDraw = False
35.7935 	EXP 	pos180: autoDraw = False
35.7935 	EXP 	pos225: autoDraw = False
35.7935 	EXP 	pos270: autoDraw = False
35.7935 	EXP 	pos315: autoDraw = False
37.7765 	EXP 	response: autoDraw = True
38.8609 	DATA 	Mouse: Left button down, pos=(758,311)
38.8700 	EXP 	New trial (rep=0, index=3): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [0, 0, 0]), ('Color90', [0, 0, 0]), ('Color135', [0, 0, 0]), ('Color180', [1, -1, -1]), ('Color225', [-1, 1, -1]), ('Color270', [-1, -1, 1]), ('Color315', [0, 0, 0]), ('Cueresp', [-1, -1, 1]), ('target_angle', 270), ('load', 3), ('delay', 2), ('trial', 3)])
38.8818 	EXP 	pos0: autoDraw = False
38.8818 	EXP 	pos45: autoDraw = False
38.8818 	EXP 	pos90: autoDraw = False
38.8818 	EXP 	pos135: autoDraw = False
38.8818 	EXP 	pos180: autoDraw = False
38.8818 	EXP 	pos225: autoDraw = False
38.8818 	EXP 	pos270: autoDraw = False
38.8818 	EXP 	pos315: autoDraw = False
38.8818 	EXP 	response: autoDraw = False
38.8818 	EXP 	text: autoDraw = False
38.8818 	EXP 	pos0: fillColor = '[0. 0. 0.] (rgb)'
38.8818 	EXP 	pos0: lineColor = '[0. 0. 0.] (rgb)'
38.8818 	EXP 	pos45: fillColor = '[0. 0. 0.] (rgb)'
38.8818 	EXP 	pos45: lineColor = '[0. 0. 0.] (rgb)'
38.8818 	EXP 	pos90: fillColor = '[0. 0. 0.] (rgb)'
38.8818 	EXP 	pos90: lineColor = '[0. 0. 0.] (rgb)'
38.8818 	EXP 	pos135: fillColor = '[0. 0. 0.] (rgb)'
38.8818 	EXP 	pos135: lineColor = '[0. 0. 0.] (rgb)'
38.8818 	EXP 	pos180: fillColor = '[ 1. -1. -1.] (rgb)'
38.8818 	EXP 	pos180: lineColor = '[ 1. -1. -1.] (rgb)'
38.8818 	EXP 	pos225: fillColor = '[-1.  1. -1.] (rgb)'
38.8818 	EXP 	pos225: lineColor = '[-1.  1. -1.] (rgb)'
38.8818 	EXP 	pos270: fillColor = '[-1. -1.  1.] (rgb)'
38.8818 	EXP 	pos270: lineColor = '[-1. -1.  1.] (rgb)'
38.8818 	EXP 	pos315: fillColor = '[0. 0. 0.] (rgb)'
38.8818 	EXP 	pos315: lineColor = '[0. 0. 0.] (rgb)'
38.8818 	EXP 	response: fillColor = '[-1. -1.  1.] (rgb)'
38.8818 	EXP 	response: lineColor = '[-1. -1.  1.] (rgb)'
38.8818 	EXP 	pos0: autoDraw = True
38.8818 	EXP 	pos45: autoDraw = True
38.8818 	EXP 	pos90: autoDraw = True
38.8818 	EXP 	pos135: autoDraw = True
38.8818 	EXP 	pos180: autoDraw = True
38.8818 	EXP 	pos225: autoDraw = True
38.8818 	EXP 	pos270: autoDraw = True
38.8818 	EXP 	pos315: autoDraw = True
38.8818 	EXP 	text: autoDraw = True
38.9796 	DATA 	Mouse:  Left button up, pos=(758,310)
43.8912 	EXP 	pos0: autoDraw = False
43.8912 	EXP 	pos45: autoDraw = False
43.8912 	EXP 	pos90: autoDraw = False
43.8912 	EXP 	pos135: autoDraw = False
43.8912 	EXP 	pos180: autoDraw = False
43.8912 	EXP 	pos225: autoDraw = False
43.8912 	EXP 	pos270: autoDraw = False
43.8912 	EXP 	pos315: autoDraw = False
45.8908 	EXP 	response: autoDraw = True
46.9576 	DATA 	Mouse: Left button down, pos=(930,161)
46.9634 	EXP 	New trial (rep=0, index=4): OrderedDict([('Color0', [1, 1, -1]), ('Color45', [1, 1, 1]), ('Color90', [1, -1, -1]), ('Color135', [0, 0, 0]), ('Color180', [1, -1, 1]), ('Color225', [-1, 1, 1]), ('Color270', [-1, 1, -1]), ('Color315', [-1, -1, 1]), ('Cueresp', [1, -1, 1]), ('target_angle', 180), ('load', 7), ('delay', 2), ('trial', 2)])
46.9750 	EXP 	pos0: autoDraw = False
46.9750 	EXP 	pos45: autoDraw = False
46.9750 	EXP 	pos90: autoDraw = False
46.9750 	EXP 	pos135: autoDraw = False
46.9750 	EXP 	pos180: autoDraw = False
46.9750 	EXP 	pos225: autoDraw = False
46.9750 	EXP 	pos270: autoDraw = False
46.9750 	EXP 	pos315: autoDraw = False
46.9750 	EXP 	response: autoDraw = False
46.9750 	EXP 	text: autoDraw = False
46.9750 	EXP 	pos0: fillColor = '[ 1.  1. -1.] (rgb)'
46.9750 	EXP 	pos0: lineColor = '[ 1.  1. -1.] (rgb)'
46.9750 	EXP 	pos45: fillColor = '[1. 1. 1.] (rgb)'
46.9750 	EXP 	pos45: lineColor = '[1. 1. 1.] (rgb)'
46.9750 	EXP 	pos90: fillColor = '[ 1. -1. -1.] (rgb)'
46.9750 	EXP 	pos90: lineColor = '[ 1. -1. -1.] (rgb)'
46.9750 	EXP 	pos135: fillColor = '[0. 0. 0.] (rgb)'
46.9750 	EXP 	pos135: lineColor = '[0. 0. 0.] (rgb)'
46.9750 	EXP 	pos180: fillColor = '[ 1. -1.  1.] (rgb)'
46.9750 	EXP 	pos180: lineColor = '[ 1. -1.  1.] (rgb)'
46.9750 	EXP 	pos225: fillColor = '[-1.  1.  1.] (rgb)'
46.9750 	EXP 	pos225: lineColor = '[-1.  1.  1.] (rgb)'
46.9750 	EXP 	pos270: fillColor = '[-1.  1. -1.] (rgb)'
46.9750 	EXP 	pos270: lineColor = '[-1.  1. -1.] (rgb)'
46.9750 	EXP 	pos315: fillColor = '[-1. -1.  1.] (rgb)'
46.9750 	EXP 	pos315: lineColor = '[-1. -1.  1.] (rgb)'
