trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Color1,Color2,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,13.670633899999302,None,space,7.171185100000002,18.628507999999783,None,bb,2021_Apr_08_1617,working memory,3.2.3,59.963757904713,
