trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Color0,Color45,Color90,Color135,Color180,Color225,Color270,Color315,Cueresp,target_angle,load,delay,trial,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,7.476398900005734,None,space,0.5583658999967156,12.447088600005372,None,lola,2021_Apr_09_0026,working memory,3.2.3,59.85267861775432,
