trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Color0,Color45,Color90,Color135,Color180,Color225,Color270,Color315,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,12.154593200000818,None,space,0.046832699999868055,17.103851800000484,None,lll,2021_Apr_08_1711,working memory,3.2.3,60.08109746562292,
