trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Color0,Color45,Color90,Color135,Color180,Color225,Color270,Color315,Cueresp,target_angle,load,delay,trial,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,7.084206799998356,None,space,18.006641200001468,12.052956500003347,None,popo,2021_Apr_09_0202,working memory,3.2.3,59.83666982491273,
