text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,date,expName,psychopyVersion,frameRate,
14.57018170000083,None,space,0.6459488999989844,19.53717560000041,None,uuuh,2021_Apr_08_1739,working memory,3.2.3,59.837743973977716,
