Color0,Color45,Color90,Color135,Color180,Color225,Color270,Color315,Cueresp,target_angle,load,delay,trial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,pos0.started,pos0.stopped,pos45.started,pos45.stopped,pos90.started,pos90.stopped,pos135.started,pos135.stopped,pos180.started,pos180.stopped,pos225.started,pos225.stopped,pos270.started,pos270.stopped,pos315.started,pos315.stopped,response.started,response.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,text.started,text.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,8.263556700003392,None,space,0.6587043999970774,13.234428100004152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,juanito,2021_Apr_09_0009,working memory,3.2.3,59.9796548997565,
"[1, 1, -1]","[1, -1, -1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-1, 1, -1]","[-1, 1, -1]",315,3,2,1,0,0,0,1,,,,,,,13.949915000004694,18.94904300000053,13.949915000004694,18.94904300000053,13.949915000004694,18.94904300000053,13.949915000004694,18.94904300000053,13.949915000004694,18.94904300000053,13.949915000004694,18.94904300000053,13.949915000004694,18.94904300000053,13.949915000004694,18.94904300000053,20.948317000002135,None,0.2814814814814815,-0.175,1,0,0,7.011933139998291,None,13.949915000004694,None,juanito,2021_Apr_09_0009,working memory,3.2.3,59.9796548997565,
"[0, 0, 0]","[-1, -1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[-1, 1, 1]","[1, 1, 1]","[0, 0, 0]","[-1, -1, 1]",45,3,2,6,0,1,1,6,,,,,,,22.20479900000646,27.21316480000678,22.20479900000646,27.21316480000678,22.20479900000646,27.21316480000678,22.20479900000646,27.21316480000678,22.20479900000646,27.21316480000678,22.20479900000646,27.21316480000678,22.20479900000646,27.21316480000678,22.20479900000646,27.21316480000678,29.196332300001814,None,0.25925925925925924,0.30648148148148147,1,0,0,7.013491760000761,None,22.20479900000646,None,juanito,2021_Apr_09_0009,working memory,3.2.3,59.9796548997565,
"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[1, -1, 1]","[-1, 1, 1]","[0, 0, 0]","[1, -1, 1]",225,3,2,5,0,2,2,5,,,,,,,30.78747629999998,35.793503100001544,30.78747629999998,35.793503100001544,30.78747629999998,35.793503100001544,30.78747629999998,35.793503100001544,30.78747629999998,35.793503100001544,30.78747629999998,35.793503100001544,30.78747629999998,35.793503100001544,30.78747629999998,35.793503100001544,37.77651280000282,None,-0.18703703703703703,-0.21203703703703702,1,0,0,7.010975459998008,None,30.78747629999998,None,juanito,2021_Apr_09_0009,working memory,3.2.3,59.9796548997565,
"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, -1, -1]","[-1, 1, -1]","[-1, -1, 1]","[0, 0, 0]","[-1, -1, 1]",270,3,2,3,0,3,3,3,,,,,,,38.881763299999875,43.89117890000489,38.881763299999875,43.89117890000489,38.881763299999875,43.89117890000489,38.881763299999875,43.89117890000489,38.881763299999875,43.89117890000489,38.881763299999875,43.89117890000489,38.881763299999875,43.89117890000489,38.881763299999875,43.89117890000489,45.89079980000679,None,-0.027777777777777776,-0.3509259259259259,1,0,0,7.015511879995756,None,38.881763299999875,None,juanito,2021_Apr_09_0009,working memory,3.2.3,59.9796548997565,
"[1, 1, -1]","[1, 1, 1]","[1, -1, -1]","[0, 0, 0]","[1, -1, 1]","[-1, 1, 1]","[-1, 1, -1]","[-1, -1, 1]","[1, -1, 1]",180,7,2,2,0,4,4,10,,,,,,,46.97497310000472,51.98820940000587,46.97497310000472,51.98820940000587,46.97497310000472,51.98820940000587,46.97497310000472,51.98820940000587,46.97497310000472,51.98820940000587,46.97497310000472,51.98820940000587,46.97497310000472,51.98820940000587,46.97497310000472,51.98820940000587,53.971013700000185,None,-0.1814814814814815,-0.18518518518518517,1,0,0,7.007642680000572,None,46.97497310000472,None,juanito,2021_Apr_09_0009,working memory,3.2.3,59.9796548997565,
