trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Color0,Color45,Color90,Color135,Color180,Color225,Color270,Color315,Cueresp,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,12.060478399998829,None,space,1.252057000001514,17.019622299998446,None,ll,2021_Apr_08_2239,working memory,3.2.3,60.136811245518444,
