Color0,Color45,Color90,Color135,Color180,Color225,Color270,Color315,Cueresp,target_angle,load,delay,trial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,pos0.started,pos0.stopped,pos45.started,pos45.stopped,pos90.started,pos90.stopped,pos135.started,pos135.stopped,pos180.started,pos180.stopped,pos225.started,pos225.stopped,pos270.started,pos270.stopped,pos315.started,pos315.stopped,response.started,response.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,text.started,text.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,8.89139029999933,None,space,9.478566500001762,13.850659700001415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,julio,2021_Apr_09_0159,working memory,3.2.3,59.653449252908544,
"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[1, -1, 1]","[-1, 1, 1]","[0, 0, 0]","[1, -1, 1]",225,3,2,5,0,0,0,5,,,,,,,23.402095900004497,28.412744400004158,23.402095900004497,28.412744400004158,23.402095900004497,28.412744400004158,23.402095900004497,28.412744400004158,23.402095900004497,28.412744400004158,23.402095900004497,28.412744400004158,23.402095900004497,28.412744400004158,23.402095900004497,28.412744400004158,30.3949672000017,None,-0.2611111111111111,-0.21574074074074073,1,0,0,25.921551300001738,7.00194067999837,None,23.402095900004497,None,julio,2021_Apr_09_0159,working memory,3.2.3,59.653449252908544,
"[-1, 1, 1]","[1, 1, 1]","[1, 1, -1]","[1, -1, 1]","[0, 0, 0]","[-1, 1, -1]","[-1, -1, 1]","[1, -1, -1]","[1, 1, -1]",90,7,2,6,0,1,1,14,,,,,,,34.79311199999938,39.808886099999654,34.79311199999938,39.808886099999654,34.79311199999938,39.808886099999654,34.79311199999938,39.808886099999654,34.79311199999938,39.808886099999654,34.79311199999938,39.808886099999654,34.79311199999938,39.808886099999654,34.79311199999938,39.808886099999654,41.791040600001,None,0.2777777777777778,-0.19166666666666668,1,0,0,34.86856960000296,6.999269619998813,None,34.79311199999938,None,julio,2021_Apr_09_0159,working memory,3.2.3,59.653449252908544,
