key_resp_3.keys,key_resp_3.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,Color0_r,Color0_g,Color0_b,Color45_r,Color45_g,Color45_b,Color90_r,Color90_g,Color90_b,Color135_r,Color135_g,Color135_b,Color180_r,Color180_g,Color180_b,Color225_r,Color225_g,Color225_b,Color270_r,Color270_g,Color270_b,Color315_r,Color315_g,Color315_b,Cueresp_r,Cueresp_g,Cueresp_b,target_angle,load,delay,trial,participant,date,expName,psychopyVersion,OS,frameRate,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_2.order,key_resp_2.keys,key_resp_2.rt
,,,,,,,,,,,,,,0,0,0,1,-1,-1,0,0,0,0,0,0,1,1,1,0,0,0,-1,1,1,0,0,0,1,-1,-1,45,3,9,6,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,0.286111111,0.212962963,1,0,0,1,0,16,6,1,15,,
,,,,,,,,,,,,,,1,-1,1,1,1,1,0,0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,225,7,9,3,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,-0.196296296,-0.221296296,1,0,0,1,0,16,11,1,15,,
,,,,,,,,,,,,,,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,0,0,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,90,7,9,4,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,0.003703704,0.403703704,1,0,0,1,0,16,12,1,15,,
,,,,,,,,,,,,,,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,0,0,0,1,-1,-1,1,-1,1,1,1,-1,90,7,9,0,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,0.313888889,0.25,1,0,0,1,0,16,8,1,15,,
,,,,,,,,,,,,,,0,0,0,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,180,7,9,7,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,-0.248148148,0.276851852,1,0,0,1,0,16,15,1,15,,
,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,1,-1,1,0,0,0,1,1,-1,180,3,9,0,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,-0.35462963,0.049074074,1,0,0,1,0,16,0,1,15,,
,,,,,,,,,,,,,,0,0,0,1,1,-1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,1,-1,1,1,-1,-1,180,3,9,7,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,-0.361111111,0.021296296,1,0,0,1,0,16,7,1,15,,
,,,,,,,,,,,,,,1,-1,1,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,-1,315,3,9,5,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,0.305555556,-0.167592593,1,0,0,1,0,16,5,1,15,,
,,,,,,,,,,,,,,0,0,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,225,7,9,1,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,-0.160185185,-0.247222222,1,0,0,1,0,16,9,1,15,,
,,,,,,,,,,,,,,1,-1,1,1,1,1,0,0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,180,7,9,2,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,-0.321296296,0.066666667,1,0,0,1,0,16,10,1,15,,
,,,,,,,,,,,,,,-1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,0,0,0,1,-1,1,1,1,1,180,7,9,5,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,-0.294444444,0.034259259,1,0,0,1,0,16,13,1,15,,
,,,,,,,,,,,,,,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,-1,0,0,0,1,1,1,0,7,9,6,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,-0.160185185,-0.094444444,1,0,0,1,0,16,14,1,15,,
,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,0,0,0,1,1,1,1,1,1,315,3,9,3,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,0.267592593,-0.096296296,1,0,0,1,0,16,3,1,15,,
,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,1,1,-1,1,0,0,0,1,-1,1,270,3,9,2,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,0.005555556,-0.357407407,1,0,0,1,0,16,2,1,15,,
,,,,,,,,,,,,,,1,-1,1,-1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,90,3,9,1,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,-0.043518519,0.365740741,1,0,0,1,0,16,1,1,15,,
,,,,,,,,,,,,,,0,0,0,1,-1,-1,0,0,0,-1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,135,3,9,4,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,0.308333333,0.274074074,1,0,0,1,0,16,4,1,15,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,julio,2021-04-09_04h42.27.278,task,3.2.3,Win32,60,,,,,,,,,,,,space,6.762000084
