key_resp_3.keys,key_resp_3.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,Color0_r,Color0_g,Color0_b,Color45_r,Color45_g,Color45_b,Color90_r,Color90_g,Color90_b,Color135_r,Color135_g,Color135_b,Color180_r,Color180_g,Color180_b,Color225_r,Color225_g,Color225_b,Color270_r,Color270_g,Color270_b,Color315_r,Color315_g,Color315_b,Cueresp_r,Cueresp_g,Cueresp_b,target_angle,load,delay,trial,participant,date,expName,psychopyVersion,OS,frameRate,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_2.order,key_resp_2.keys,key_resp_2.rt
,,-0.35,0.010185185,1,0,0,114.4560001,1,0,16,0,1,15,-1,1,1,0,0,0,1,1,1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,1,-1,1,180,3,2,0,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,,,,,,,,,,,,,
,,-0.241666667,0.206481481,1,0,0,122.99,1,0,16,14,1,15,-1,1,-1,-1,-1,1,0,0,0,1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,135,7,2,6,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,,,,,,,,,,,,,
,,0.237962963,0.273148148,1,0,0,131.273,1,0,16,12,1,15,1,-1,-1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,0,0,0,1,1,-1,1,1,1,45,7,2,4,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,,,,,,,,,,,,,
,,-0.330555556,-0.212962963,1,0,0,140.306,1,0,16,13,1,15,-1,1,1,1,1,-1,0,0,0,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,1,-1,225,7,2,5,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,,,,,,,,,,,,,
,,-0.349074074,-0.015740741,1,0,0,148.4890001,1,0,16,6,1,15,0,0,0,0,0,0,-1,-1,1,0,0,0,-1,1,1,0,0,0,1,1,-1,0,0,0,-1,1,1,180,3,2,6,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,,,,,,,,,,,,,
,,0.362037037,-0.012962963,1,0,0,156.7570002,1,0,16,5,1,15,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,-1,1,1,1,-1,-1,0,3,2,5,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,-1,1,1,1,1,0,0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,180,7,9,2,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,-0.336111111,-0.023148148,1,0,0,1,0,16,10,1,15,,
,,,,,,,,,,,,,,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,0,0,0,1,-1,-1,1,-1,1,1,1,-1,90,7,9,0,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,0,-0.311111111,1,0,0,1,0,16,8,1,15,,
,,,,,,,,,,,,,,0,0,0,1,1,-1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,1,-1,1,1,-1,-1,180,3,9,7,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,-0.371296296,0.006481481,1,0,0,1,0,16,7,1,15,,
,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,1,-1,1,0,0,0,1,1,-1,180,3,9,0,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,-0.337037037,-0.005555556,1,0,0,1,0,16,0,1,15,,
,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,0,0,0,1,1,1,1,1,1,315,3,9,3,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,0.19537037,-0.236111111,1,0,0,1,0,16,3,1,15,,
,,,,,,,,,,,,,,0,0,0,1,-1,-1,0,0,0,0,0,0,1,1,1,0,0,0,-1,1,1,0,0,0,1,-1,-1,45,3,9,6,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,0.198148148,0.207407407,1,0,0,1,0,16,6,1,15,,
,,,,,,,,,,,,,,1,-1,1,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,-1,315,3,9,5,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,0.294444444,-0.133333333,1,0,0,1,0,16,5,1,15,,
,,,,,,,,,,,,,,0,0,0,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,180,7,9,7,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,-0.316666667,-0.037962963,1,0,0,1,0,16,15,1,15,,
,,,,,,,,,,,,,,1,-1,1,1,1,1,0,0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,225,7,9,3,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,0.199074074,-0.238888889,1,0,0,1,0,16,11,1,15,,
,,,,,,,,,,,,,,-1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,0,0,0,1,-1,1,1,1,1,180,7,9,5,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,-0.002777778,0.327777778,1,0,0,1,0,16,13,1,15,,
,,,,,,,,,,,,,,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,-1,0,0,0,1,1,1,0,7,9,6,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,0.32037037,-0.02037037,1,0,0,1,0,16,14,1,15,,
,,,,,,,,,,,,,,1,-1,1,-1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,90,3,9,1,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,-0.000925926,0.336111111,1,0,0,1,0,16,1,1,15,,
,,,,,,,,,,,,,,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,0,0,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,90,7,9,4,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,0.012037037,0.37037037,1,0,0,1,0,16,12,1,15,,
,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,1,1,-1,1,0,0,0,1,-1,1,270,3,9,2,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,-0.040740741,-0.339814815,1,0,0,1,0,16,2,1,15,,
,,,,,,,,,,,,,,0,0,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,225,7,9,1,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,-0.011111111,-0.355555556,1,0,0,1,0,16,9,1,15,,
,,,,,,,,,,,,,,0,0,0,1,-1,-1,0,0,0,-1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,135,3,9,4,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,-0.228703704,0.192592593,1,0,0,1,0,16,4,1,15,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lluís,2021-04-09_12h45.51.017,task,3.2.3,Win32,60,,,,,,,,,,,,space,0.784999847
